Name,Price,Link
"Driven: From Homeless to Hero, My Journeys On and Off Lambeau Field",$17.01 ,https://www.newegg.com/Product/Product.aspx?Item=9SIA9UT4177510&ignorebbr=1
A Picture Book of Jackie Robinson Picture Book Biography Reprint,$11.40 ,https://www.newegg.com/Product/Product.aspx?Item=9SIA9UT3XV7585&ignorebbr=1
Steve Jobs Crabtree Groundbreaker Biographies,$15.48 ,https://www.newegg.com/Product/Product.aspx?Item=9SIA9UT3Y95467&ignorebbr=1
Whitney Houston!,$16.98 ,https://www.newegg.com/Product/Product.aspx?Item=9SIA9UT3XH5116&ignorebbr=1
